search title,result title,mal_id,url,image,synopsis,6,7,8,9,10,11,12,13,14,15
Chiyu Mahou no Machigatta Tsukaikata: Senjou wo Kakeru Kaifuku Youin,Chiyu Mahou no Machigatta Tsukaikata: Senjou wo Kakeru Kaifuku Youin,106810,https://myanimelist.net/manga/106810/Chiyu_Mahou_no_Machigatta_Tsukaikata__Senjou_wo_Kakeru_Kaifuku_Youin,https://cdn.myanimelist.net/images/manga/2/201048.jpg?s=df5c781757fa8908aa0332004b633d9e,"Ken Usato is a normal high-schooler in every sense of the word—average grades, dreams, and a tendency to dislike extraordinary people. However, when he encounters the president and the vice president...",,,,,,,,,,
Yowamushi Pedal,Yowamushi Pedal,23627,https://myanimelist.net/manga/23627/Yowamushi_Pedal,https://cdn.myanimelist.net/images/manga/5/143695.jpg?s=1c1b150cee6aae4022d00a8c763615e4,"Every week since fourth grade, otaku Sakamichi Onoda has cycled 45 kilometers to and from his home in Akihabara on an old, rickety utility bike—his only form of transportation. As he begins high schoo...",,,,,,,,,,
Kurogane,Kurogane,1598,https://myanimelist.net/manga/1598/Kurogane,https://cdn.myanimelist.net/images/manga/1/197920.jpg?s=e76be831f4361acd798cf65eb13d62e1,Avenging his father's murder is a matter of honor for the young samurai Jintetsu. But it turns out that the killer is a corrupt government official—and now the powers that be are determined to hunt Ji...,,,,,,,,,,
Rookies,Rookies,915,https://myanimelist.net/manga/915/Rookies,https://cdn.myanimelist.net/images/manga/1/153289.jpg?s=c556dc514a46029e1541df215a09ee5c,"Professor Kawato is the new Japanese teacher in the ill-famed Futagotamaga high shool, whose baseball club is composed by thugs and bullies who have been suspended for a year from all school competiti...",,,,,,,,,,
Jigoku no Enra,Jigoku no Enra,89241,https://myanimelist.net/manga/89241/Jigoku_no_Enra,https://cdn.myanimelist.net/images/manga/2/162750.jpg?s=dde34afe68cfabd24310d9253bcee4ce,"Sixteen-year-old Komachi Takamura is the daughter of a lawyer and a public prosecutor, which makes her a die-hard enthusiast about the law. Komachi does everything by the book and tries her best to he...",,,,,,,,,,
Kurosaki-kun no Iinari ni Nante Naranai,Kurosaki-kun no Iinari ni Nante Naranai,67357,https://myanimelist.net/manga/67357/Kurosaki-kun_no_Iinari_ni_Nante_Naranai,https://cdn.myanimelist.net/images/manga/3/165855.jpg?s=00ea2f1b15fd7c036acd71ae77f81f93,"Yuu Akabane used to be a plain, shy girl, but she decided to change that when she entered Harumi High School. Now 16 years old, Akabane has her sights set on the ""White Prince"" of her school, Takumi S...",,,,,,,,,,
L♥DK,L♥DK,16794,https://myanimelist.net/manga/16794/L♥DK,https://cdn.myanimelist.net/images/manga/2/199339.jpg?s=f2315ccfd8ff1d368aa2bb36d35b5580,"When her parents need to move to another city for work, Aoi Nishimori decides to stay behind and starts living in an apartment on her own. Unexpectedly, she discovers that her next-door neighbor is Sh...",,,,,,,,,,
Momoiro Heaven!,Momoiro Heaven!,5169,https://myanimelist.net/manga/5169/Momoiro_Heaven,https://cdn.myanimelist.net/images/manga/2/174042.jpg?s=3dbc50a9f167b20adbd3321c9193d865,"Momoko is not your average high school girl. In order to support her family (her younger brother and her hospitalized mother), she works as a popular author! But she doesn't write just any books, she...",,,,,,,,,,
Nanoka no Kare,Nanoka no Kare,63725,https://myanimelist.net/manga/63725/Nanoka_no_Kare,https://cdn.myanimelist.net/images/manga/2/162757.jpg?s=6b543145d9fcd40acab82e4b2651312f,"When Nanoka was in middle school, she got her first confession. Feeling that the boy really liked her, she started dating him. Only to find out later that he only used her to show off in front of his...",,,,,,,,,,
"Omoi, Omoware, Furi, Furare","Omoi, Omoware, Furi, Furare",89217,https://myanimelist.net/manga/89217/Omoi_Omoware_Furi_Furare,https://cdn.myanimelist.net/images/manga/1/167944.jpg?s=5b74d337868ab825647e216f52cd98da,The story centers around Yuna and Akari who have two very different views of love: Yuna is someone who sees love as a dream and Akari is someone who is very realistic about her romance choices. Meanwh...,,,,,,,,,,
Sabaku no Harem,Sabaku no Harem,67951,https://myanimelist.net/manga/67951/Sabaku_no_Harem,https://cdn.myanimelist.net/images/manga/3/148711.jpg?s=1793b05e6d3c89e33d9d9f4c53daf306,"Mishe a strong willed girl raised from poverty has caught Prince Kallum's attention. Attention as in, ""you will become one of my concubines,"" thus begins Mishe's adventures into Prince Kallum's world....",,,,,,,,,,
Sekirara ni Kiss,Sekirara ni Kiss,88987,https://myanimelist.net/manga/88987/Sekirara_ni_Kiss,https://cdn.myanimelist.net/images/manga/1/165026.jpg?s=6a667738fe58212cc3195fe26a35f696,"""I can't be loved for who I am—that's what I thought, but somehow he saw through my lies?!"" Chitose has always done well wearing her face like a mask: always smiling, always cute. She feels complete w...",,,,,,,,,,
Switch Girl!!,Switch Girl!!,1814,https://myanimelist.net/manga/1814/Switch_Girl,https://cdn.myanimelist.net/images/manga/1/128769.jpg?s=0ca71a2ccb0425a66595d9fc07d1592c,"Tamiya Nika is a beautiful, outgoing, popular high school girl. She has just the right look, just the right fashions, and is everyone's friend. What everyone at school does not know is how hard Nika w...",,,,,,,,,,
Watashitachi ni wa Kabe ga Aru.,Watashitachi ni wa Kabe ga Aru.,67467,https://myanimelist.net/manga/67467/Watashitachi_ni_wa_Kabe_ga_Aru,https://cdn.myanimelist.net/images/manga/3/147349.jpg?s=72f4fec0fd8dbfa97e1c32c394f0e7e7,"Makoto is suddenly confessed to by her narcissistic childhood friend Kikuchi Reita. Not even just any confession, he stands in the street and publicly says ""If you want a boyfriend that badly, I don't...",,,,,,,,,,
"17-sai, Kiss to Dilemma","17-sai, Kiss to Dilemma",48825,https://myanimelist.net/manga/48825/17-sai_Kiss_to_Dilemma,https://cdn.myanimelist.net/images/manga/3/175170.jpg?s=aa5dd0143c367b926ff3728907c32ee4,"At 17 years old, I didn't know anything about life or love and I wasn't seeing my cousin as a ""man.""I'd like to not know anything at all but love changed everything... (Source: Chibi Manga)",,,,,,,,,,
Akaiito,Akaiito,49189,https://myanimelist.net/manga/49189/Akaiito,https://cdn.myanimelist.net/images/manga/3/87333.jpg?s=9f3596e2358eb6038ca2697439eaf913,"Despite her beautiful looks, Chihiro Tachibana's brusque and upfront attitude gives her a strict reputation. However, even with her prickly exterior, she does harbor soft, romantic feelings for a memb...",,,,,,,,,,
Akuma de Koi Shiyou,Akuma de Koi Shiyou,41063,https://myanimelist.net/manga/41063/Akuma_de_Koi_Shiyou,https://cdn.myanimelist.net/images/manga/1/90797.jpg?s=40b5fae248d66b53d584df3f1966b4c3,"Nanami, a first-year high-school student, has a history of failed relationships. When she finally meets her ideal guy is he really who she thinks he is? (Source: Autumn Scans)",,,,,,,,,,
Are←Nochi Kareshi,Are←Nochi Kareshi,47573,https://myanimelist.net/manga/47573/Are←Nochi_Kareshi,https://cdn.myanimelist.net/images/manga/3/83863.jpg?s=10134b8f6678cfacc59916b48051f584,"Can a cute but misunderstood girl ever get a good looking and super popular boy?! Well, like yeah! That's why Christmas miracles exist! (Source: Chibi Manga & Intercross) Included one-shot: Futei de F...",,,,,,,,,,
Bara to Juudan,Bara to Juudan,34133,https://myanimelist.net/manga/34133/Bara_to_Juudan,https://cdn.myanimelist.net/images/manga/3/114471.jpg?s=fdc5d7d8a7db5d7cd44794640fabd57a,"Kuroki Mitsuki, 16 years old. She was just a normal girl who had a crush on her neighbor. Until the day of her birthday came... (Source: Chibi Manga)",,,,,,,,,,
Bokura no Himitsu wo Kyouyuu Shiyou ka,Bokura no Himitsu wo Kyouyuu Shiyou ka,24550,https://myanimelist.net/manga/24550/Bokura_no_Himitsu_wo_Kyouyuu_Shiyou_ka,https://cdn.myanimelist.net/images/manga/3/147737.jpg?s=07e49f2121559c321c48a4e0f5e95f4a,"1. Bokura no Himitsu wo Kyouyuu Shiyou ka 2. Colorful Shounen to Monochrome na Atashi 3. Kaibutsu-san ni, Rei! 4. Itoshi no Hime-chan 5. Shiro no Kiseki",,,,,,,,,,
Crimson-Shell,Crimson-Shell,12123,https://myanimelist.net/manga/12123/Crimson-Shell,https://cdn.myanimelist.net/images/manga/3/16610.jpg?s=0714d8748db11a39765d4feb6acdb6f2,"A genius mad scientist once bred a special flower in his quest for eternal youth and immortality, implanting the seeds of this ""Premier Rose"" in human beings. Housing roses inside their bodies granted...",,,,,,,,,,
Cyboy,Cyboy,10946,https://myanimelist.net/manga/10946/Cyboy,https://cdn.myanimelist.net/images/manga/3/35520.jpg?s=47e81bd1b3370b6d6eb2638fb83094cb,"When he was younger, Kujou Kiyosumi was incredibly awkward and nerdy. One day in elementary school, he courageously confessed his love to a girl, but she told him in front of the whole classroom that...",,,,,,,,,,
"Datte, Kimi ga Warau kara","Datte, Kimi ga Warau kara",35587,https://myanimelist.net/manga/35587/Datte_Kimi_ga_Warau_kara,https://cdn.myanimelist.net/images/manga/2/64567.jpg?s=2cd2205ec6f6e119f62becd1c71ec3df,"Let’s get into a time machine and return to that time where it was always fun and you were always laughing... ""I only have three more months to live."" Yui who just transferred to a new school in the c...",,,,,,,,,,
Double Baby,Double Baby,39429,https://myanimelist.net/manga/39429/Double_Baby,https://cdn.myanimelist.net/images/manga/2/69983.jpg?s=824b5cabb9b2019d8ca1e534c799e8d3,"One day, Mei saw a little boy calling the coolest guy of her class, Ogihara, ""to-chan"". Does he have already a son?! Plus that boy became attached to Mei, so Ogihara had to ask her to do baby-sitting...",,,,,,,,,,
Gekijou Komoriuta,Gekijou Komoriuta,79395,https://myanimelist.net/manga/79395/Gekijou_Komoriuta,https://cdn.myanimelist.net/images/manga/2/137725.jpg?s=07cc1b220c8d7f3b686e64f2a1578c7b,"Kogure is a normal high-school girl who loves shoujo manga and food. She wants to fall in love, however there is one big problem - she's terrified of real guys. Then, one day, she runs into her ideal...",,,,,,,,,,
Haou♥Airen,Haou♥Airen,684,https://myanimelist.net/manga/684/Haou♥Airen,https://cdn.myanimelist.net/images/manga/1/92347.jpg?s=d9a2b65d75aa4505ec122b9b056edefd,"One day while walking home from her job, Kurumi Akino finds a wounded young man, and saves his life. He mysteriously disappears after that, and leaves only the name ""Hakuron."" Next thing she knows she...",,,,,,,,,,
Hatsukoi Wazurai,Hatsukoi Wazurai,54941,https://myanimelist.net/manga/54941/Hatsukoi_Wazurai,https://cdn.myanimelist.net/images/manga/2/119581.jpg?s=63fb3ceacdcefbe1a50071201d042cae,"High school student Hotaru has never been in love. To her, it's a mysterious feeling, despite the advice of those around her, and she finds herself wishing she could experience it for herself... That...",,,,,,,,,,
H³ School,H³ School,645,https://myanimelist.net/manga/645/H³_School,https://cdn.myanimelist.net/images/manga/1/172987.jpg?s=1838fb8830a57f2f7c6cb8994f2f8a1f,What happens when an all-girls' high school reigning tomboy finds out her school is about to be filled with boys!? Hanabi Oozora is a rambunctious 16-year-old tomboy who comes to the rescue of her les...,,,,,,,,,,
Iinchou no Himegoto,Iinchou no Himegoto,10255,https://myanimelist.net/manga/10255/Iinchou_no_Himegoto,https://cdn.myanimelist.net/images/manga/3/123225.jpg?s=af2a207a0e3467abc0dadad64a82d8d5,"Ayano, the committee chairman got drunk at a ballgame after party. Next morning, when she came to, she finds herself in Kagura-Kun's bed! Plus she is in her undergarments?! Kagura-Kun, who is in the s...",,,,,,,,,,
"Kaichou, Suki tte Ittemo Ii desu ka?","Kaichou, Suki tte Ittemo Ii desu ka?",49473,https://myanimelist.net/manga/49473/Kaichou_Suki_tte_Ittemo_Ii_desu_ka,https://cdn.myanimelist.net/images/manga/1/94815.jpg?s=0bbb92a1d0650465cc8b3abf595b509b,"1-4. Kaichou, Suki tte Ittemo Ii desu ka? 5. Majime-kun to Bakayo-chan 6. Tea Time Lovers",,,,,,,,,,
Kareshi Toshishitakei,Kareshi Toshishitakei,21858,https://myanimelist.net/manga/21858/Kareshi_Toshishitakei,https://cdn.myanimelist.net/images/manga/3/36084.jpg?s=c1a2111937ff3fa450634041cacc6b3b,"Her childhood friend, Sou, returns from America for the first time in 5 years. Ai is really happy to see that he has become very angelic looking in the time that they've been apart. However, one day h...",,,,,,,,,,
Kedamono Kareshi,Kedamono Kareshi,46738,https://myanimelist.net/manga/46738/Kedamono_Kareshi,https://cdn.myanimelist.net/images/manga/1/249324.jpg?s=f1c11e63f735e643f98ccfc07884da60,"After the re-marriage of her mother, Himari went to her former city. but, she'll meet again the boy who traumatized her in primary school...! But the worst thing is what she'll learn after getting bac...",,,,,,,,,,
Kimi to Koi no Tochuu,Kimi to Koi no Tochuu,21424,https://myanimelist.net/manga/21424/Kimi_to_Koi_no_Tochuu,https://cdn.myanimelist.net/images/manga/3/86029.jpg?s=70e2ff22c20d3aeeea45ea3f691a79c6,"Just when I thought it'd start with you, you disappeared; I would've never thought this... Yuna has lost trust in love after her first boyfriend Takumi broke up with her. Shiina-kun from her class has...",,,,,,,,,,
Kiss de Seiyaku,Kiss de Seiyaku,79987,https://myanimelist.net/manga/79987/Kiss_de_Seiyaku,https://cdn.myanimelist.net/images/manga/1/141861.jpg?s=0d123903ee4d5cf2988d873599cf1d11,"Kotori Karaishi's family has a curse placed on them, of which they can only kiss one person their whole life. Kotori has tried her best to protect her lips...until a playboy became interested in her....",,,,,,,,,,
"Koi, Hirari","Koi, Hirari",13111,https://myanimelist.net/manga/13111/Koi_Hirari,https://cdn.myanimelist.net/images/manga/2/126515.jpg?s=b894970d39e572850e9c5c98c3ad4d28,The food loving and pure-hearted Sumire Misaki's family is moving to the same town where her mother and father met and fell in love. Sumire's mother tells her that it's a town where she'll fall in lov...,,,,,,,,,,
Mishounen Produce,Mishounen Produce,15206,https://myanimelist.net/manga/15206/Mishounen_Produce,https://cdn.myanimelist.net/images/manga/3/27454.jpg?s=692b8ae29ed255bb83b42a09cfc7cc61,"It's the start of high school, and bookworm Kako decides to ""produce"" her country bumpkin childhood friend, Kousei, so that he can become a good-looking and popular school idol. She models him after L...",,,,,,,,,,
Parfait Tic!,Parfait Tic!,997,https://myanimelist.net/manga/997/Parfait_Tic,https://cdn.myanimelist.net/images/manga/2/191816.jpg?s=a71a34d08dec1ae10d9c7b4d258eb935,"Fuuko is a happy and cheerful girl. One day, two cousins, Daiya and Ichi, move into the apartment upstairs. Cold Ichi and mischievous Daiya gave a very bad first impression. All three are going to the...",,,,,,,,,,
"Puchitto Hajiketa,","Puchitto Hajiketa,",43465,https://myanimelist.net/manga/43465/Puchitto_Hajiketa,https://cdn.myanimelist.net/images/manga/1/83959.jpg?s=69f8def22e27c912a45b221f466d5fb9,"Ashitaka's an out and proud gay man, trawling for booty calls at his favorite gay bar—but only bottoms need apply, because Ashitaka only tops! His first attempt at gay sex three years ago ended painfu...",,,,,,,,,,
Shiny Doll,Shiny Doll,57345,https://myanimelist.net/manga/57345/Shiny_Doll,https://cdn.myanimelist.net/images/manga/1/126795.jpg?s=9cedc85d188090cac2c00aaf55d657b8,"Akari is an unfashionable first-year high school student who just moved from the countryside to the big city. While taking pictures of ""Nana-chan,"" a huge mannequin at the mall, Akari accidentally bum...",,,,,,,,,,
Shitsurakuen,Shitsurakuen,14922,https://myanimelist.net/manga/14922/Shitsurakuen,https://cdn.myanimelist.net/images/manga/2/63291.jpg?s=c8ab69eb09c83e574972b562984e9c4a,"Himoto Sora is a transfer student with a sense of justice and dreams of becoming a knight. Upon arriving at Utopia Gakuen, she learns of a virtual reality-like game played by the male students in whic...",,,,,,,,,,
True Love,True Love,47549,https://myanimelist.net/manga/47549/True_Love,https://cdn.myanimelist.net/images/manga/2/138497.jpg?s=91e515ffee9e8482f128425e82326b42,"Ai just loves her big brother, Yuzuru! He's so kind, so reliable and so cool! He always protects Ai from trouble and when she cries, he cheers her up! He's the perfect big brother. But, bad things hap...",,,,,,,,,,
Yokokuhan,Yokokuhan,37109,https://myanimelist.net/manga/37109/Yokokuhan,https://cdn.myanimelist.net/images/manga/3/70211.jpg?s=0119d0baaf392b37fbfc0e74232e7073,"Tokyo Police Department's Cybercrime Division is headed by the young, brilliantly ruthless Yoshino Erika. Her track record has been solid, but when a new threat appears online, it starts making all th...",,,,,,,,,,
A Returner's Magic Should Be Special,A Returner's Magic Should Be Special,132247,https://myanimelist.net/manga/132247/A_Returners_Magic_Should_Be_Special,https://cdn.myanimelist.net/images/manga/2/239089.jpg?s=98b9fb7dc709e0156015c654d81173e9,"The world is on the brink of destruction after a devastating ten-year war in the ""shadow labyrinth."" Desir Herrman is one of the last skilled magicians left standing, but even he is no match for the f...",,,,,,,,,,
Re:Zero kara Hajimeru Isekai Seikatsu,Re:Zero kara Hajimeru Isekai Seikatsu,74697,https://myanimelist.net/manga/74697/Re_Zero_kara_Hajimeru_Isekai_Seikatsu,https://cdn.myanimelist.net/images/manga/1/129447.jpg?s=59022093f8f6937a00b6dc9c9f668c00,"Exiting the convenience store, Subaru Natsuki emerges to a busy town inhabited by humans and demi-humans. Using dragons and carriages as transportation, the town is clearly not the modern-day Japan th...",,,,,,,,,,
Sousou no Frieren,Sousou no Frieren,126287,https://myanimelist.net/manga/126287/Sousou_no_Frieren,https://cdn.myanimelist.net/images/manga/3/232121.jpg?s=9c05e20374c4df437a85b281efcc5927,"The demon king has been defeated, and the victorious hero party returns home before disbanding. The four—mage Frieren, hero Himmel, priest Heiter, and warrior Eisen—reminisce about their decade-long j...",,,,,,,,,,
Tomb Raider King,Tomb Raider King,130216,https://myanimelist.net/manga/130216/Tomb_Raider_King,https://cdn.myanimelist.net/images/manga/1/239408.jpg?s=65b5c6065d24e7f2e72b43c666f176dc,"God's Tombs started to appear around the world. Due to the relics within these tombs, many were able to wield these legendary power for themselves, while others became enslaved to these users. However...",,,,,,,,,,
Villains Are Destined to Die,Villains Are Destined to Die,133641,https://myanimelist.net/manga/133641/Villains_Are_Destined_to_Die,https://cdn.myanimelist.net/images/manga/1/240980.jpg?s=e39ee70480f9da1152096442279e4163,"The latest otome game is all the rage recently, so a regular university student decides to see for herself if its fame is well-deserved. She clears the normal mode in no time and finds herself pitying...",,,,,,,,,,
Who Made Me a Princess,Who Made Me a Princess,121269,https://myanimelist.net/manga/121269/Who_Made_Me_a_Princess,https://cdn.myanimelist.net/images/manga/1/222587.jpg?s=f73ef51e7cde0a43c417f3dd1ff7b7a8,"In the novel ""The Lovely Princess,"" the secondary character Athanasia de Alger Obelia is the most pitiful of all. Her mother died in childbirth and her father, Emperor Claude, never gave his daughter...",,,,,,,,,,
Onizuka-chan to Sawarida-kun,Onizuka-chan to Sawarida-kun,122267,https://myanimelist.net/manga/122267/Onizuka-chan_to_Sawarida-kun,https://cdn.myanimelist.net/images/manga/1/236481.jpg?s=372ae3e5653d497eb5b721d51189437d,"Onizuka is an Oni and her childhood friend Sawarida is a human who likes to touch weird stuff. She might be in love with him, but he is too dense for love or is it the other way around? (Source: MU)",,,,,,,,,,
Samurai 8: Hachimaru Den,Samurai 8: Hachimaru Den,117133,https://myanimelist.net/manga/117133/Samurai_8__Hachimaru_Den,https://cdn.myanimelist.net/images/manga/2/224191.jpg?s=924cf685c4394872926d79b7bf945d78,"He can't run! He can't eat hard food. You can't get any weaker than the boy named Hachimaru. But his dream is to become a samurai. For a boy who can't even survive without the help of his father, that...",,,,,,,,,,
Shingeki no Kyojin Volume 0,Shingeki no Kyojin Volume 0,58203,https://myanimelist.net/manga/58203/Shingeki_no_Kyojin_Volume_0,https://cdn.myanimelist.net/images/manga/1/100805.jpg?s=4d6588e3382de8c554afee73c437ddba,"Contains the prototype of the original manga never published before drawn by Isayama Hajime when he was 19 years old for the ""Magazine Grand Prix"" in 2006.",,,,,,,,,,
Yuusha ga Shinda!: Murabito no Ore ga Hotta Otoshiana ni Yuusha ga Ochita Kekka.,Yuusha ga Shinda!: Murabito no Ore ga Hotta Otoshiana ni Yuusha ga Ochita Kekka.,85941,https://myanimelist.net/manga/85941/Yuusha_ga_Shinda__Murabito_no_Ore_ga_Hotta_Otoshiana_ni_Yuusha_ga_Ochita_Kekka,https://cdn.myanimelist.net/images/manga/3/188923.jpg?s=73bfc3927f32636b9e8107b72b9b3272,"Far to the north of the world lies Hell's Gate, a portal formerly used by the Demon Lord to invade the human realm. Thanks to the legendary hero Shion Bladearts, wielder of Excalibur, and his loyal ba...",,,,,,,,,,
White Blood,White Blood,131843,https://myanimelist.net/manga/131843/White_Blood,https://cdn.myanimelist.net/images/manga/2/238421.jpg?s=a0a51ac928de9e032b7a0faa298bd553,"Ten years ago, the world changed after the appearance of vampires—beings of immeasurable strength and endless bloodlust. With no way to distinguish them apart from humans, these entities recklessly sl...",,,,,,,,,,
A Good Day to Be a Dog,A Good Day to Be a Dog,119024,https://myanimelist.net/manga/119024/A_Good_Day_to_Be_a_Dog,https://cdn.myanimelist.net/images/manga/3/225965.jpg?s=9ea3546c024adc35ef31a42b0c3996d6,"Schoolteacher Han Hana is afflicted with a certain family curse that has ruined every single one of her past relationships. The curse in question: whenever she kisses someone, she will turn into a dog...",,,,,,,,,,
Super Secret,Super Secret,112483,https://myanimelist.net/manga/112483/Super_Secret,https://cdn.myanimelist.net/images/manga/1/209393.jpg?s=c89d1e4db783c21fe47f9a5ecbda64c8,"Emma Ji and Ryan Nam have been neighbors and, more importantly, friends for as long as they can remember. Emma is an airhead who would be lost without her friend and his eccentric family, who have agr...",,,,,,,,,,
Winter Woods,Winter Woods,113671,https://myanimelist.net/manga/113671/Winter_Woods,https://cdn.myanimelist.net/images/manga/3/208547.jpg?s=bfb907a28b8751148a2c8743aaebef02,A few thousand years has passed since an alchemist created Winter. He is now living with Jane learning what it means to be alive as a human. (Source: LINE Webtoon),,,,,,,,,,
Your Letter,Your Letter,120875,https://myanimelist.net/manga/120875/Your_Letter,https://cdn.myanimelist.net/images/manga/2/222246.jpg?s=9206cfe3640d3bee13c50af0e681e59a,"Sori is a special young girl—kind, caring and principled well beyond her years. Unfortunately, these are NOT the personality traits generally celebrated in middle school—especially Sori's, where she's...",,,,,,,,,,
"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.","Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",119656,https://myanimelist.net/manga/119656/Chichi_wa_Eiyuu_Haha_wa_Seirei_Musume_no_Watashi_wa_Tenseisha,https://cdn.myanimelist.net/images/manga/3/221517.jpg?s=06387ee48b722c5417204aa103dd5025,"Being a girl of both spirit and human blood, eight-year-old Ellen has power over the elements—though not the traditional four-element kind. She has the power to transform her surroundings by manipulat...",,,,,,,,,,
Only Sense Online,Only Sense Online,85205,https://myanimelist.net/manga/85205/Only_Sense_Online,https://cdn.myanimelist.net/images/manga/1/157821.jpg?s=abb627cf363b453edd05f90dd9e1196e,"Utilizing a system called ""Sense,"" each player aims to create their unique character in the VRMMORPG ""Only Sense Online."" Joining this realm is Yun, an absolute beginner in the world of gaming, equipp...",,,,,,,,,,
"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita","Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",115917,https://myanimelist.net/manga/115917/Tensei_Kenja_no_Isekai_Life__Dai-2_no_Shokugyou_wo_Ete_Sekai_Saikyou_ni_Narimashita,https://cdn.myanimelist.net/images/manga/3/215163.jpg?s=3e94243e3ebb71b232d23b556a850573,"Sano Yuuji, a black company employee, is summoned to another world while finishing his work at home. His profession in the other world, a Monster Tamer, is considered a job that makes it difficult to...",,,,,,,,,,
Burn the Witch,Burn the Witch,129370,https://myanimelist.net/manga/129370/Burn_the_Witch,https://cdn.myanimelist.net/images/manga/3/238094.jpg?s=e9f74861045204cbfcb5d3869c3d0cc5,"Ninny Spangcole is the leader of popular girl group, Cecile Die Twice, but her ambitions stretch far beyond a successful music career. In the hidden underground world of Reverse London, Ninny and her...",,,,,,,,,,
Edens Zero,Edens Zero,114548,https://myanimelist.net/manga/114548/Edens_Zero,https://cdn.myanimelist.net/images/manga/3/212094.jpg?s=ea9b391b8ef77abc5482d646111afa6e,"On the planet of Granbell, Shiki has led an isolated life growing up as the only human in Granbell Kingdom—an amusement park operated by machines. However, that changes when Rebecca Bluegarden and her...",,,,,,,,,,
Fairy Tail: 100 Years Quest,Fairy Tail: 100 Years Quest,114701,https://myanimelist.net/manga/114701/Fairy_Tail__100_Years_Quest,https://cdn.myanimelist.net/images/manga/1/213604.jpg?s=b8cfee645671a182b1a6b24b1e59ca76,"The 100 Years Quest: a mission so challenging and hazardous that it has remained unaccomplished for over a century. While countless mages have attempted to take on this gruelling objective, their resu...",,,,,,,,,,
Rock Lee no Seishun Full-Power Ninden,Rock Lee no Seishun Full-Power Ninden,23208,https://myanimelist.net/manga/23208/Rock_Lee_no_Seishun_Full-Power_Ninden,https://cdn.myanimelist.net/images/manga/2/127187.jpg?s=305cb74df1b00da11cbaeff53ab0b105,"Spin-off series that focuses on the strange antics of Team Guy as they work on becoming great ninjas, a job which often requires saving Lee from himself!",,,,,,,,,,
Dragon Ball: Episode of Bardock,Dragon Ball: Episode of Bardock,26373,https://myanimelist.net/manga/26373/Dragon_Ball__Episode_of_Bardock,https://cdn.myanimelist.net/images/manga/3/50851.jpg?s=16f00fb5d16ffeb3b957e9763d51e2d2,Dragon Ball: Episode of Bardock is a three chapter manga created by Ooishi Naho and based on the video game Dragon Ball Heroes. It features a spin-off scenario taking place after the events of the TV...,,,,,,,,,,
Fairy Tail x Nanatsu no Taizai Christmas Special,Fairy Tail x Nanatsu no Taizai Christmas Special,64565,https://myanimelist.net/manga/64565/Fairy_Tail_x_Nanatsu_no_Taizai_Christmas_Special,https://cdn.myanimelist.net/images/manga/3/110375.jpg?s=a8d908e595dc33db393b1f74e006c5b1,"Hiro Mashima of Fairy Tail and Nakaba Suzuki of Nanatsu no Taizai team up for a special Christmas story, based on each other's work: Meliodas, Elizabeth Liones, and Hawk are visiting the city of Magno...",,,,,,,,,,
Full Metal Alchemist: Prototype,Full Metal Alchemist: Prototype,32409,https://myanimelist.net/manga/32409/Full_Metal_Alchemist__Prototype,https://cdn.myanimelist.net/images/manga/2/59421.jpg?s=1834e59c6840485053d3d16a1712c00d,"The town of Krowatol was once known as an oasis in the middle of a great desert, a beacon of hope for weary travelers. Now its water supply is almost entirely gone, and the town is as dry as the lands...",,,,,,,,,,
Hungry Joker,Hungry Joker,45221,https://myanimelist.net/manga/45221/Hungry_Joker,https://cdn.myanimelist.net/images/manga/3/88095.jpg?s=e9be3e4dc08f7d14f6566ed3fc43009f,Follows the adventures of a scientist Haiji and his assistant Chitose. One day the doctor is called to resolve a mystery about a glowing corpse. From the will of an unknown power the corpse then trans...,,,,,,,,,,
Kintoki: Kinmezoku no Toki,Kintoki: Kinmezoku no Toki,23172,https://myanimelist.net/manga/23172/Kintoki__Kinmezoku_no_Toki,https://cdn.myanimelist.net/images/manga/3/37485.jpg?s=2c861e8a87c5a1522abb16b00d919301,"Kintoki tells the story about a normal day of the 19-year-old boy Toki who is part of the almost extinct warrior tribe, the Aurumoculi.",,,,,,,,,,
Mirai Nikki: Mosaic,Mirai Nikki: Mosaic,1543,https://myanimelist.net/manga/1543/Mirai_Nikki__Mosaic,https://cdn.myanimelist.net/images/manga/2/28302.jpg?s=36018cb94861ec01766646f54c8eeb9a,"Minene Uryuu is a wanted terrorist who has resented organized religion ever since the demise of her parents. Blaming God for her misfortune, Minene vows to destroy anyone and anything related to the d...",,,,,,,,,,
Mirai Nikki: Paradox,Mirai Nikki: Paradox,13277,https://myanimelist.net/manga/13277/Mirai_Nikki__Paradox,https://cdn.myanimelist.net/images/manga/4/38446.jpg?s=3c90a16a6309ad678e08fe0b8e07b5e6,"In the realm of time and space, deity Deus Ex Machina and his servant Mur Mur prepare for an upcoming battle royale in which the last-standing individual will become the god's successor. However, Mur...",,,,,,,,,,
